Key,en,es,ar
Coins,Coins,Monedas,عملات معدنية
Add Coin,Add Coin,Agregar moneda,إضافة عملة
Write Name,Write Name,Escribir nombre,اكتب الاسم
Title,Title,Título,عنوان
Write Title,Write Title,Escribir título,اكتب العنوان
Add,Add,Agregar,يضيف
Coin already exists,Coin already exists,Ya existe monedas,عملة موجودة بالفعل
Coin Added Successfully,Coin Added Successfully,Moneda agregada con éxito,وأضاف العملة بنجاح
Coin updated successfully!,Coin updated successfully!,¡Moneda actualizada con éxito!,تم تحديث العملة بنجاح!
Coin Deleted Successfully!,Coin Deleted Successfully!,¡Moneda eliminada con éxito!,تم حذف العملة بنجاح!
Coin status updated successfully!,Coin status updated successfully!,Estado de la moneda actualizado con éxito!,تم تحديث حالة العملة بنجاح!
Edit Coin,Edit Coin,Editar moneda,تحرير العملة
Cancel,Cancel,Cancelar,يلغي
delete,delete,borrar,يمسح
this Coin?,this Coin?,esta moneda?,هذه العملة؟
Networks,Networks,Redes,الشبكات
Add Network,Add Network,Agregar red,اضافة شبكة
Coin Name,Coin Name,Nombre de la moneda,اسم العملة
Arrival Time,Arrival Time,Hora de llegada,وقت الوصول
Write Arrival Time,Write Arrival Time,Escribir la hora de llegada,اكتب وقت الوصول
Write Description,Write Description,Escribir descripción,اكتب الوصف
Min,Min,Mínimo,دقيقة
this Network?,this Network?,esta red?,هذه الشبكة؟
The arrival time field is required.,The arrival time field is required.,Se requiere el campo de hora de llegada.,مطلوب حقل وقت الوصول.
The coin field is required.,The coin field is required.,Se requiere el campo de la moneda.,حقل العملة مطلوب.
Network already exists,Network already exists,La red ya existe,شبكة موجودة بالفعل
Network Added Successfully,Network Added Successfully,Red agregada con éxito,أضافت الشبكة بنجاح
The edit_coin field is required.,The edit_coin field is required.,Se requiere el campo edit_coin.,حقل edit_coin مطلوب.
The edit_name field is required.,The edit_name field is required.,Se requiere el campo edit_name.,حقل EDIT_NAME مطلوب.
The edit_arrival_time field is required.,The edit_arrival_time field is required.,Se requiere el campo edit_arrival_time.,حقل edit_arrival_time مطلوب.
Network updated successfully!,Network updated successfully!,Network actualizada con éxito!,تم تحديث الشبكة بنجاح!
Network Deleted Successfully!,Network Deleted Successfully!,Network eliminada con éxito!,تم حذف الشبكة بنجاح!
Network status updated successfully!,Network status updated successfully!,Estado de la red actualizado correctamente!,تم تحديث حالة الشبكة بنجاح!
Symbol,Symbol,Símbolo,رمز
Type,Type,Tipo,يكتب
Rate,Rate,Tasa,معدل
Role,Role,Role,دور
Code,Code,Código,شفرة
The code field is required.,The code field is required.,Se requiere el campo de código.,حقل الكود مطلوب.
The symbol field is required.,The symbol field is required.,Se requiere el campo de símbolos.,حقل الرمز مطلوب.
The option field is required.,The option field is required.,Se requiere el campo de opción.,حقل الخيار مطلوب.
The rate field is required.,The rate field is required.,Se requiere el campo de tarifa.,حقل السعر مطلوب.
The network field is required.,The network field is required.,Se requiere el campo de red.,حقل الشبكة مطلوب.
Default currency make failed! Please try again.,Default currency make failed! Please try again.,¡Falló la moneda predeterminada! Inténtalo de nuevo.,العملة الافتراضية تجعل فشل! حاول مرة اخرى.
Currency Saved Successfully!,Currency Saved Successfully!,¡Moneda ahorrada con éxito!,العملة المحفوظة بنجاح!
Currency record not found in our system.,Currency record not found in our system.,Registro de divisas no se encuentra en nuestro sistema.,سجل العملة غير موجود في نظامنا.
Currency status updated successfully!,Currency status updated successfully!,Estado de divisas actualizado con éxito!,تم تحديث حالة العملة بنجاح!
Currency not found!,Currency not found!,Moneda no encontrada!,العملة لم يتم العثور عليها!
The currency name field is required.,The currency name field is required.,Se requiere el campo Nombre de la moneda.,حقل اسم العملة مطلوب.
The currency code field is required.,The currency code field is required.,Se requiere el campo de código de divisas.,حقل رمز العملة مطلوب.
The currency symbol field is required.,The currency symbol field is required.,Se requiere el campo de símbolo de moneda.,مطلوب حقل رمز العملة.
The currency rate field is required.,The currency rate field is required.,Se requiere el campo de tasa de divisas.,حقل معدل العملة مطلوب.
The currrency option field is required.,The currrency option field is required.,Se requiere el campo de la opción Currrency.,مطلوب حقل خيار العملات.
Image file upload faild!,Image file upload faild!,Archivo de imagen Carga Faild!,ملف الصورة تحميل فشل!
Successfully updated the information.,Successfully updated the information.,Actualizó con éxito la información.,تم تحديث المعلومات بنجاح.
Can\'t deletable default currency.,Can\'t deletable default currency.,Puede \ 't Deletible Moneda predeterminada.,لا يمكن \ 't قابلة لحذف العملة الافتراضية.
Currency deleted successfully!,Currency deleted successfully!,¡Moneda eliminada con éxito!,تم حذف العملة بنجاح!
Search,Search,Buscar,يبحث
Flag,Flag,Bandera,علَم
Add Currency,Add Currency,Agregar moneda,أضف العملة
Edit Currency,Edit Currency,Editar moneda,تحرير العملة
currency?,currency?,¿divisa?,عملة؟
Withdraw Crypto Charges,Withdraw Crypto Charges,Retirar cargos criptográficos,سحب رسوم التشفير
Exchange Crypto Charges,Exchange Crypto Charges,Intercambiar cargos criptográficos,تبادل رسوم التشفير
Charges,Charges,Cargos,رسوم
Fixed Charge,Fixed Charge,Cargo fijo,تهمة ثابتة
Percent Charge,Percent Charge,Porcentaje de cargo,تكلفة في المئة
Range,Range,Rango,يتراوح
Minimum Amount,Minimum Amount,Monto minimo,الحد الأدنى للمبلغ
Maximum Amount,Maximum Amount,Cantidad máxima,الحد الأقصى للمبلغ
Transaction charge not found!,Transaction charge not found!,¡Cargo por transacción no encontrado!,شحنة المعاملة غير موجودة!
Charge Updated Successfully!,Charge Updated Successfully!,¡Cargo actualizado con éxito!,تم تحديث الرسوم بنجاح!
Outside Wallet Payment Receiving Address,Outside Wallet Payment Receiving Address,Dirección de recepción de pago de billetera exterior,عنوان استلام المحفظة الخارجية
Add Outside Wallet Address,Add Outside Wallet Address,Agregar dirección de billetera exterior,أضف عنوان المحفظة الخارجية
Currency Name,Currency Name,Nombre de moneda,اسم العملة
P. Address,P. Address,P. Dirección,P. العنوان
this Outside Wallet?,this Outside Wallet?,esta billetera exterior?,هذه المحفظة الخارجية؟
Option,Option,Opción,خيار
Outside Wallet Payment Receiving Address Create,Outside Wallet Payment Receiving Address Create,Dirección de recepción de pago de billetera exterior Crear,إنشاء عنوان محفظة خارج المحفظة إنشاء عنوان
Select Currency,Select Currency,Seleccione el tipo de moneda,اختر العملة
Public Address,Public Address,Direccion publica,عنوان عام
Instruction,Instruction,Instrucción,تعليمات
Field Necessity,Field Necessity,Necesidad de campo,ضرورة الحقل
Textarea,Textarea,Textea,Textarea
File,File,Archivo,ملف
Input Text,Input Text,Texto de entrada,أدخل نصآ
Field Name,Field Name,Nombre del campo,اسم الحقل
Data fetch successfully,Data fetch successfully,Los datos obtienen con éxito,جلب البيانات بنجاح
The currency field is required.,The currency field is required.,Se requiere el campo de divisas.,حقل العملة مطلوب.
The public address field is required.,The public address field is required.,Se requiere el campo de la dirección pública.,حقل العنوان العام مطلوب.
Outside Address already exists!,Outside Address already exists!,¡La dirección exterior ya existe!,عنوان خارج موجود بالفعل!
Outside wallet created successfully.,Outside wallet created successfully.,Fuera de la billetera creada con éxito.,خلق محفظة خارجية بنجاح.
Outside Wallet Payment Receiving Address Edit,Outside Wallet Payment Receiving Address Edit,Dirección de recepción de pago de la billetera exterior,تحرير عنوان الدفع الخارجي للمحفظة
Collect Data,Collect Data,Recolectar datos,اجمع بيانات
Field Types,Field Types,Tipos de campo,أنواع الحقل
Max File Size (mb),Max File Size (mb),Tamaño de archivo máximo (MB),حجم الملف الأقصى (MB)
File Extension,File Extension,Extensión de archivo,امتداد الملف
Min Character,Min Character,Carácter mínimo,شخصية دقيقة
Max Character,Max Character,Personaje máximo,الحد الأقصى للشخصية
Outside wallet Updated successfully.,Outside wallet Updated successfully.,Billetera exterior actualizada con éxito.,تم تحديث محفظة خارجية بنجاح.
Outside Wallet Deleted Successfully!,Outside Wallet Deleted Successfully!,¡Fuera de la billetera eliminada con éxito!,محفظة خارجية تم حذفها بنجاح!
Outside Wallet status updated successfully!,Outside Wallet status updated successfully!,Estado de la billetera exterior actualizado con éxito!,تم تحديث حالة المحفظة الخارجية بنجاح!
Required,Required,Requerido,مطلوب
Confirm Buy Crypto Logs,Confirm Buy Crypto Logs,Confirmar comprar registros de cifrado,تأكيد شراء سجلات التشفير
Pending Buy Crypto Logs,Pending Buy Crypto Logs,Pendiente comprar registros de cifrado,في انتظار شراء سجلات التشفير
All Buy Crypto Logs,All Buy Crypto Logs,Todos compran registros de cifrado,كل شراء سجلات التشفير
Rejected Buy Crypto Logs,Rejected Buy Crypto Logs,Rechazado Comprar registros de cifrado,رفض شراء سجلات التشفير
Buy Crypto Log Details,Buy Crypto Log Details,Comprar detalles de registro de cifrado,شراء تفاصيل سجل التشفير
Sender Information,Sender Information,Información del remitente,معلومات المرسل
Wallet Name,Wallet Name,Nombre de billetera,اسم المحفظة
IP,IP,IP,IP
Browser,Browser,Navegador,متصفح
OS,OS,Sistema operativo,نظام التشغيل
TimeZone,TimeZone,Zona horaria,وحدة زمنية
Transaction Device Information,Transaction Device Information,Información del dispositivo de transacción,معلومات جهاز المعاملة
Payment Summary,Payment Summary,Resumen de pago,ملخص الدفع
Transaction Number,Transaction Number,Número de transacción,رقم التحويلة
Transaction Type,Transaction Type,tipo de transacción,نوع المعاملة
Payment Gateway,Payment Gateway,Pasarela,بوابة الدفع
Send Amount,Send Amount,Enviar un monto,أرسل المبلغ
Total Charge,Total Charge,Carga total,القيمة الاجمالية
Payable Amount,Payable Amount,Cantidad a pagar,مبلغ مستحق الدفع
Payment Status,Payment Status,Estado de pago,حالة السداد
Remark,Remark,Observación,ملاحظة
Are you sure to CONFIRM this transaction?,Are you sure to CONFIRM this transaction?,¿Estás seguro de confirmar esta transacción?,هل أنت متأكد من تأكيد هذه الصفقة؟
All Exchange Crypto Logs,All Exchange Crypto Logs,Todos los registros de cripto de intercambio,كل سجلات تشفير التبادل
Confirm Exchange Crypto Logs,Confirm Exchange Crypto Logs,Confirmar los registros de cripto de intercambio,تأكيد سجلات تشفير التبادل
Exchange Crypto Log Details,Exchange Crypto Log Details,Detalles del registro de cripto de intercambio,تبادل تفاصيل سجل التشفير
Receiver Information,Receiver Information,información del receptor,معلومات استقبال
Pending Exchange Crypto Logs,Pending Exchange Crypto Logs,Pendiente de intercambio de registros criptográficos,في انتظار سجلات التشفير
Rejected Exchange Crypto Logs,Rejected Exchange Crypto Logs,Registros de cripto de intercambio rechazados,سجلات تشفير التبادل المرفوضة
All Sell Crypto Logs,All Sell Crypto Logs,Todos venden registros de cifrado,جميع بيع سجلات التشفير
Confirm Sell Crypto Logs,Confirm Sell Crypto Logs,Confirmar vender registros de cifrado,تأكيد بيع سجلات التشفير
Sell Crypto Log Details,Sell Crypto Log Details,Vender detalles del registro de cifrado,بيع تفاصيل سجل التشفير
Pending Sell Crypto Logs,Pending Sell Crypto Logs,Pendiente vender registros de cifrado,معلقة بيع سجلات التشفير
Rejected Sell Crypto Logs,Rejected Sell Crypto Logs,Rechazado Vender registros de cifrado,تم رفض بيع سجلات التشفير
All Withdraw Crypto Logs,All Withdraw Crypto Logs,Todos los registros de cifrado retiran,كل سجلات السحب المشفرة
Confirm Withdraw Crypto Logs,Confirm Withdraw Crypto Logs,Confirmar retirar registros de cifrado,تأكيد سحب سجلات التشفير
Withdraw Crypto Log Details,Withdraw Crypto Log Details,Retirar detalles del registro de cifrado,سحب تفاصيل سجل التشفير
Wallet Code,Wallet Code,Código de billetera,رمز المحفظة
Pending Withdraw Crypto Logs,Pending Withdraw Crypto Logs,Pendiente retirar registros criptográficos,في انتظار سحب سجلات التشفير
Rejected Withdraw Crypto Logs,Rejected Withdraw Crypto Logs,Rechazos de retiro de criptografía rechazada,رفض سحب سجلات التشفير
Transaction Status updated successfully,Transaction Status updated successfully,Estado de transacción actualizado correctamente,تم تحديث حالة المعاملة بنجاح
Transaction Rejected successfully,Transaction Rejected successfully,Transacción rechazada con éxito,رفضت المعاملة بنجاح
Action,Action,Acción,فعل
Current Balance,Current Balance,Saldo actual,الرصيد الحالي
Active Tickets,Active Tickets,Boletos activos,تذاكر نشطة
User Overview,User Overview,Descripción general del usuario,نظرة عامة على المستخدم
Add/Subtract Balance,Add/Subtract Balance,Balance de suma/resta,إضافة/طرح التوازن
Login Logs,Login Logs,Iniciar sesión,سجلات تسجيل الدخول
Send Email,Send Email,Enviar correo electrónico,ارسل بريد الكتروني
Login as Member,Login as Member,Iniciar sesión como miembro,تسجيل الدخول كعضو
Email Logs,Email Logs,Registros de correo electrónico,سجلات البريد الإلكتروني
Last Login,Last Login,Último acceso,آخر تسجيل دخول
Information of User,Information of User,Información del usuario,معلومات المستخدم
2FA Verification,2FA Verification,Verificación de 2FA,2FA التحقق
Email Verification,Email Verification,verificacion de email,تأكيد بواسطة البريد الالكتروني
User Status,User Status,Estatus de usuario,حالة المستخدم
Banned,Banned,Prohibido,محظور
Verified,Verified,Verificado,تم التحقق
Select Type,Select Type,Seleccione tipo,اختر صنف
Balance Add,Balance Add,Balance Agregar,إضافة التوازن
Balance Subtract,Balance Subtract,Balance restante,توازن طرح
Select User Wallet,Select User Wallet,Seleccione la billetera del usuario,حدد محفظة المستخدم
User Wallet,User Wallet,Billetera del usuario,محفظة المستخدم
Mail successfully sended,Mail successfully sended,Correo enviado correctamente,تم إرسال البريد بنجاح
Email successfully sended,Email successfully sended,Correo electrónico enviado correctamente,أرسل البريد الإلكتروني بنجاح
Opps! User not exists,Opps! User not exists,¡Opps! El usuario no existe,أوس! المستخدم لا يوجد
User wallet not found!,User wallet not found!,¡Billetera de usuario no encontrada!,محفظة المستخدم لم يتم العثور عليها!
User do not have sufficient balance,User do not have sufficient balance,El usuario no tiene suficiente equilibrio,المستخدم ليس لديه توازن كاف
Transaction success,Transaction success,Éxito de la transacción,نجاح المعاملة
